log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,val_loss_jacobian_u,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,val_log_prob_p,val_kl_distance,time_forward,loss_jacobian_x,loss_jacobian_u
-4.9218058586120605,9.488983154296875,5.700106143951416,-5.700106143951416,-4.9218058586120605,9.488983154296875,5.700106143951416,-5.700106143951416,,,9,69,,,,,,,,,,,
-4.9218058586120605,8.081207275390625,5.644664764404297,-5.644664764404297,-4.9218058586120605,8.081207275390625,5.644664764404297,-5.644664764404297,nan,nan,10,76,,,,,,,,,,,
-4.9218058586120605,8.419036865234375,5.587825775146484,-5.587825775146484,-4.9218058586120605,8.419036865234375,5.587825775146484,-5.587825775146484,,,11,83,30.418472290039062,0.0014249086380004883,-7.915481090545654,2.8904531002044678,30.418472290039062,0.0014249086380004883,-7.915481090545654,2.8904531002044678,,,
-4.9218058586120605,9.689407348632812,5.5207085609436035,-5.5207085609436035,-4.9218058586120605,9.689407348632812,5.5207085609436035,-5.5207085609436035,,,12,90,,,,,,,,,,,
-4.9218058586120605,8.114242553710938,5.4454426765441895,-5.4454426765441895,-4.9218058586120605,8.114242553710938,5.4454426765441895,-5.4454426765441895,,,13,97,,,,,,,,,,,
,,3.2414751052856445,-3.2414751052856445,,,,,,,14,99,,,,,,,,,4.388630390167236,,
-4.9218058586120605,8.599777221679688,5.366495609283447,-5.366495609283447,-4.9218058586120605,8.599777221679688,5.366495609283447,-5.366495609283447,,,14,104,,,,,,,,,,,
-4.9218058586120605,8.3673095703125,5.287150859832764,-5.287150859832764,-4.9218058586120605,8.3673095703125,5.287150859832764,-5.287150859832764,nan,nan,15,111,,,,,,,,,,,
-4.9218058586120605,7.566604137420654,5.212059020996094,-5.212059020996094,-4.9218058586120605,7.5666046142578125,5.212059020996094,-5.212059020996094,,,16,118,,,,,,,,,,,
-4.9218058586120605,9.203643798828125,5.14741325378418,-5.14741325378418,-4.9218058586120605,9.203643798828125,5.14741325378418,-5.14741325378418,,,17,125,,,,,,,,,,,
-4.9218058586120605,8.437423706054688,5.098535537719727,-5.098535537719727,-4.9218058586120605,8.437423706054688,5.098535537719727,-5.098535537719727,,,18,132,,,,,,,,,,,
-4.9218058586120605,9.077835083007812,5.067534923553467,-5.067534923553467,-4.9218058586120605,9.077835083007812,5.067534923553467,-5.067534923553467,,,19,139,,,,,,,,,,,
-4.9218058586120605,12.352981567382812,5.053534984588623,-5.053534984588623,-4.9218058586120605,12.352981567382812,5.053534984588623,-5.053534984588623,nan,nan,20,146,,,,,,,,,,,
,,2.867241621017456,-2.867241621017456,,,,,,,21,149,,,,,,,,,3.669440746307373,,
-4.9218058586120605,10.110855102539062,5.048957347869873,-5.048957347869873,-4.9218058586120605,10.110855102539062,5.048957347869873,-5.048957347869873,,,21,153,35.6451416015625,0.000278472900390625,-5.222187042236328,0.32635778188705444,35.6451416015625,0.000278472900390625,-5.222187042236328,0.32635778188705444,,,
-4.9218058586120605,9.495697021484375,5.04667854309082,-5.04667854309082,-4.9218058586120605,9.495697021484375,5.04667854309082,-5.04667854309082,,,22,160,,,,,,,,,,,
-4.9218058586120605,9.324569702148438,5.042518615722656,-5.042518615722656,-4.9218058586120605,9.324569702148438,5.042518615722656,-5.042518615722656,,,23,167,,,,,,,,,,,
-4.9218058586120605,9.533004760742188,5.038398265838623,-5.038398265838623,-4.9218058586120605,9.533004760742188,5.038398265838623,-5.038398265838623,,,24,174,,,,,,,,,,,
-4.9218058586120605,7.9933929443359375,5.03477668762207,-5.03477668762207,-4.9218058586120605,7.9933929443359375,5.03477668762207,-5.03477668762207,nan,nan,25,181,,,,,,,,,,,
-4.9218058586120605,12.405166625976562,5.031755447387695,-5.031755447387695,-4.9218058586120605,12.405166625976562,5.031755447387695,-5.031755447387695,,,26,188,,,,,,,,,,,
-4.9218058586120605,6.903533935546875,5.028810977935791,-5.028810977935791,-4.9218058586120605,6.903533935546875,5.028810977935791,-5.028810977935791,,,27,195,,,,,,,,,,,
,,2.817117691040039,-2.817117691040039,,,,,,,28,199,,,,,,,,,5.2124857902526855,,
-4.9218058586120605,6.9641876220703125,5.027297019958496,-5.027297019958496,-4.9218058586120605,6.9641876220703125,5.027297019958496,-5.027297019958496,,,28,202,,,,,,,,,,,
-4.9218058586120605,10.686951637268066,5.0248541831970215,-5.0248541831970215,-4.9218058586120605,10.68695068359375,5.0248541831970215,-5.0248541831970215,,,29,209,,,,,,,,,,,
-4.9218058586120605,8.255233764648438,5.023689270019531,-5.023689270019531,-4.9218058586120605,8.255233764648438,5.023689270019531,-5.023689270019531,nan,nan,30,216,,,,,,,,,,,
-4.9218058586120605,10.644149780273438,5.022864818572998,-5.022864818572998,-4.9218058586120605,10.644149780273438,5.022864818572998,-5.022864818572998,,,31,223,28.127134323120117,0.0003859996795654297,-5.081252574920654,0.2301432490348816,28.12713623046875,0.0003859996795654297,-5.081252574920654,0.2301432490348816,,,
-4.9218058586120605,9.77294921875,5.022027015686035,-5.022027015686035,-4.9218058586120605,9.77294921875,5.022027015686035,-5.022027015686035,,,32,230,,,,,,,,,,,
-4.9218058586120605,10.392074584960938,5.021080493927002,-5.021080493927002,-4.9218058586120605,10.392074584960938,5.021080493927002,-5.021080493927002,,,33,237,,,,,,,,,,,
-4.9218058586120605,10.152359008789062,5.0206522941589355,-5.0206522941589355,-4.9218058586120605,10.152359008789062,5.0206522941589355,-5.0206522941589355,,,34,244,,,,,,,,,,,
,,2.7856876850128174,-2.7856876850128174,,,,,,,35,249,,,,,,,,,5.635976791381836,nan,nan
-4.9218058586120605,10.048751831054688,5.019925594329834,-5.019925594329834,-4.9218058586120605,10.048751831054688,5.019925594329834,-5.019925594329834,nan,nan,35,251,,,,,,,,,,,
-4.9218058586120605,7.317962646484375,5.0194926261901855,-5.0194926261901855,-4.9218058586120605,7.317962646484375,5.0194926261901855,-5.0194926261901855,,,36,258,,,,,,,,,,,
-4.9218058586120605,7.918548583984375,5.019287109375,-5.019287109375,-4.9218058586120605,7.918548583984375,5.019287109375,-5.019287109375,,,37,265,,,,,,,,,,,
-4.9218058586120605,13.172149658203125,5.018633842468262,-5.018633842468262,-4.9218058586120605,13.172149658203125,5.018633842468262,-5.018633842468262,,,38,272,,,,,,,,,,,
-4.9218058586120605,9.550247192382812,5.018652439117432,-5.018652439117432,-4.9218058586120605,9.550247192382812,5.018652439117432,-5.018652439117432,,,39,279,,,,,,,,,,,
-4.9218058586120605,10.89813232421875,5.017534255981445,-5.017534255981445,-4.9218058586120605,10.89813232421875,5.017534255981445,-5.017534255981445,nan,nan,40,286,,,,,,,,,,,
-4.9218058586120605,11.089935302734375,5.017436981201172,-5.017436981201172,-4.9218058586120605,11.089935302734375,5.017436981201172,-5.017436981201172,,,41,293,35.651397705078125,0.00032579898834228516,-5.0852532386779785,0.22297759354114532,35.651397705078125,0.00032579898834228516,-5.0852532386779785,0.22297759354114532,,,
,,2.823505163192749,-2.823505163192749,,,,,,,42,299,,,,,,,,,4.675507545471191,,
-4.9218058586120605,10.190048217773438,5.017075538635254,-5.017075538635254,-4.9218058586120605,10.190048217773438,5.017075538635254,-5.017075538635254,,,42,300,,,,,,,,,,,
-4.9218058586120605,8.589630126953125,5.016575813293457,-5.016575813293457,-4.9218058586120605,8.589630126953125,5.016575813293457,-5.016575813293457,,,43,307,,,,,,,,,,,
-4.9218058586120605,7.418212890625,5.016758918762207,-5.016758918762207,-4.9218058586120605,7.418212890625,5.016758918762207,-5.016758918762207,,,44,314,,,,,,,,,,,
-4.9218058586120605,9.500885009765625,5.0160651206970215,-5.0160651206970215,-4.9218058586120605,9.500885009765625,5.0160651206970215,-5.0160651206970215,nan,nan,45,321,,,,,,,,,,,
-4.9218058586120605,12.0770263671875,5.016047954559326,-5.016047954559326,-4.9218058586120605,12.0770263671875,5.016047954559326,-5.016047954559326,,,46,328,,,,,,,,,,,
-4.9218058586120605,10.48065185546875,5.0158867835998535,-5.0158867835998535,-4.9218058586120605,10.48065185546875,5.0158867835998535,-5.0158867835998535,,,47,335,,,,,,,,,,,
-4.9218058586120605,7.1965789794921875,5.015289306640625,-5.015289306640625,-4.9218058586120605,7.1965789794921875,5.015289306640625,-5.015289306640625,,,48,342,,,,,,,,,,,
,,2.7438199520111084,-2.7438199520111084,,,,,,,49,349,,,,,,,,,15.665292739868164,,
-4.9218058586120605,18.828506469726562,5.015063285827637,-5.015063285827637,-4.9218058586120605,18.828506469726562,5.015063285827637,-5.015063285827637,,,49,349,,,,,,,,,,,
-4.9218058586120605,7.2222900390625,5.014671325683594,-5.014671325683594,-4.9218058586120605,7.2222900390625,5.014671325683594,-5.014671325683594,nan,nan,50,356,,,,,,,,,,,
-4.9218058586120605,8.320159912109375,5.014735698699951,-5.014735698699951,-4.9218058586120605,8.320159912109375,5.014735698699951,-5.014735698699951,,,51,363,30.501405715942383,7.963180541992188e-05,-5.092812538146973,0.21714672446250916,30.50140380859375,7.963180541992188e-05,-5.092812538146973,0.21714672446250916,,,
-4.9218058586120605,9.767379760742188,5.01462459564209,-5.01462459564209,-4.9218058586120605,9.767379760742188,5.01462459564209,-5.01462459564209,,,52,370,,,,,,,,,,,
-4.9218058586120605,8.462142944335938,5.014119625091553,-5.014119625091553,-4.9218058586120605,8.462142944335938,5.014119625091553,-5.014119625091553,,,53,377,,,,,,,,,,,
-4.9218058586120605,6.8155670166015625,5.013947486877441,-5.013947486877441,-4.9218058586120605,6.8155670166015625,5.013947486877441,-5.013947486877441,,,54,384,,,,,,,,,,,
-4.9218058586120605,9.605712890625,5.014067649841309,-5.014067649841309,-4.9218058586120605,9.605712890625,5.014067649841309,-5.014067649841309,nan,nan,55,391,,,,,,,,,,,
-4.9218058586120605,10.335540771484375,5.014098644256592,-5.014098644256592,-4.9218058586120605,10.335540771484375,5.014098644256592,-5.014098644256592,,,56,398,,,,,,,,,,,
,,2.7993171215057373,-2.7993171215057373,,,,,,,57,399,,,,,,,,,8.44520378112793,,
-4.9218058586120605,9.919357299804688,5.013844966888428,-5.013844966888428,-4.9218058586120605,9.919357299804688,5.013844966888428,-5.013844966888428,,,57,405,,,,,,,,,,,
-4.9218058586120605,10.354385375976562,5.01332426071167,-5.01332426071167,-4.9218058586120605,10.354385375976562,5.01332426071167,-5.01332426071167,,,58,412,,,,,,,,,,,
-4.9218058586120605,9.749526977539062,5.013308525085449,-5.013308525085449,-4.9218058586120605,9.749526977539062,5.013308525085449,-5.013308525085449,,,59,419,,,,,,,,,,,
-4.9218058586120605,11.357803344726562,5.012975215911865,-5.012975215911865,-4.9218058586120605,11.357803344726562,5.012975215911865,-5.012975215911865,nan,nan,60,426,,,,,,,,,,,
-4.9218058586120605,12.346953392028809,5.012804985046387,-5.012804985046387,-4.9218058586120605,12.346954345703125,5.012804985046387,-5.012804985046387,,,61,433,26.574554443359375,0.00015878677368164062,-5.153512001037598,0.22710101306438446,26.574554443359375,0.00015878677368164062,-5.153512001037598,0.22710101306438446,,,
-4.9218058586120605,9.7723388671875,5.012814521789551,-5.012814521789551,-4.9218058586120605,9.7723388671875,5.012814521789551,-5.012814521789551,,,62,440,,,,,,,,,,,
-4.9218058586120605,10.309371948242188,5.012561321258545,-5.012561321258545,-4.9218058586120605,10.309371948242188,5.012561321258545,-5.012561321258545,,,63,447,,,,,,,,,,,
,,2.801656484603882,-2.801656484603882,,,,,,,64,449,,,,,,,,,4.909753799438477,,
-4.9218058586120605,9.285125732421875,5.012561321258545,-5.012561321258545,-4.9218058586120605,9.285125732421875,5.012561321258545,-5.012561321258545,,,64,454,,,,,,,,,,,
-4.9218058586120605,10.858460426330566,5.012467861175537,-5.012467861175537,-4.9218058586120605,10.85845947265625,5.012467861175537,-5.012467861175537,nan,nan,65,461,,,,,,,,,,,
-4.9218058586120605,9.249191284179688,5.012426376342773,-5.012426376342773,-4.9218058586120605,9.249191284179688,5.012426376342773,-5.012426376342773,,,66,468,,,,,,,,,,,
-4.9218058586120605,10.57891845703125,5.011836051940918,-5.011836051940918,-4.9218058586120605,10.57891845703125,5.011836051940918,-5.011836051940918,,,67,475,,,,,,,,,,,
-4.9218058586120605,10.758360862731934,5.012227535247803,-5.012227535247803,-4.9218058586120605,10.75836181640625,5.012227535247803,-5.012227535247803,,,68,482,,,,,,,,,,,
-4.9218058586120605,8.680267333984375,5.012078762054443,-5.012078762054443,-4.9218058586120605,8.680267333984375,5.012078762054443,-5.012078762054443,,,69,489,,,,,,,,,,,
-4.9218058586120605,15.971450805664062,5.013100624084473,-5.013100624084473,-4.9218058586120605,15.971450805664062,5.013100624084473,-5.013100624084473,nan,nan,70,496,,,,,,,,,,,
,,2.760977029800415,-2.760977029800415,,,,,,,71,499,,,,,,,,,6.606876850128174,,
-4.9218058586120605,8.051910400390625,5.011802673339844,-5.011802673339844,-4.9218058586120605,8.051910400390625,5.011802673339844,-5.011802673339844,,,71,503,30.682144165039062,0.0001621246337890625,-5.092257976531982,0.2081025391817093,30.682144165039062,0.0001621246337890625,-5.092257976531982,0.2081025391817093,,,
-4.9218058586120605,7.370377063751221,5.012251377105713,-5.012251377105713,-4.9218058586120605,7.3703765869140625,5.012251377105713,-5.012251377105713,,,72,510,,,,,,,,,,,
-4.9218058586120605,8.192596435546875,5.011467456817627,-5.011467456817627,-4.9218058586120605,8.192596435546875,5.011467456817627,-5.011467456817627,,,73,517,,,,,,,,,,,
-4.9218058586120605,8.452835083007812,5.012021064758301,-5.012021064758301,-4.9218058586120605,8.452835083007812,5.012021064758301,-5.012021064758301,,,74,524,,,,,,,,,,,
-4.9218058586120605,11.995238304138184,5.011172771453857,-5.011172771453857,-4.9218058586120605,11.9952392578125,5.011172771453857,-5.011172771453857,nan,nan,75,531,,,,,,,,,,,
-4.9218058586120605,9.34478759765625,5.011149883270264,-5.011149883270264,-4.9218058586120605,9.34478759765625,5.011149883270264,-5.011149883270264,,,76,538,,,,,,,,,,,
-4.9218058586120605,13.414687156677246,5.0110931396484375,-5.0110931396484375,-4.9218058586120605,13.414688110351562,5.0110931396484375,-5.0110931396484375,,,77,545,,,,,,,,,,,
,,2.8156423568725586,-2.8156423568725586,,,,,,,78,549,,,,,,,,,3.9080381393432617,,
-4.9218058586120605,7.6471710205078125,5.011449337005615,-5.011449337005615,-4.9218058586120605,7.6471710205078125,5.011449337005615,-5.011449337005615,,,78,552,,,,,,,,,,,
-4.9218058586120605,10.5950927734375,5.010895729064941,-5.010895729064941,-4.9218058586120605,10.5950927734375,5.010895729064941,-5.010895729064941,,,79,559,,,,,,,,,,,
-4.9218058586120605,7.0403289794921875,5.010863780975342,-5.010863780975342,-4.9218058586120605,7.0403289794921875,5.010863780975342,-5.010863780975342,nan,nan,80,566,,,,,,,,,,,
-4.9218058586120605,13.278961181640625,5.01093864440918,-5.01093864440918,-4.9218058586120605,13.278961181640625,5.01093864440918,-5.01093864440918,,,81,573,34.607696533203125,0.0002614259719848633,-5.094260215759277,0.2066834419965744,34.607696533203125,0.0002614259719848633,-5.094260215759277,0.2066834419965744,,,
-4.9218058586120605,7.222747325897217,5.011050224304199,-5.011050224304199,-4.9218058586120605,7.222747802734375,5.011050224304199,-5.011050224304199,,,82,580,,,,,,,,,,,
-4.9218058586120605,7.501601696014404,5.011614799499512,-5.011614799499512,-4.9218058586120605,7.5016021728515625,5.011614799499512,-5.011614799499512,,,83,587,,,,,,,,,,,
-4.9218058586120605,6.9976043701171875,5.0102458000183105,-5.0102458000183105,-4.9218058586120605,6.9976043701171875,5.0102458000183105,-5.0102458000183105,,,84,594,,,,,,,,,,,
,,2.7694525718688965,-2.7694525718688965,,,,,,,85,599,,,,,,,,,3.795027732849121,nan,nan
-4.9218058586120605,7.977752685546875,5.010654926300049,-5.010654926300049,-4.9218058586120605,7.977752685546875,5.010654926300049,-5.010654926300049,nan,nan,85,601,,,,,,,,,,,
-4.9218058586120605,9.305953979492188,5.010136604309082,-5.010136604309082,-4.9218058586120605,9.305953979492188,5.010136604309082,-5.010136604309082,,,86,608,,,,,,,,,,,
-4.9218058586120605,7.030716419219971,5.00999116897583,-5.00999116897583,-4.9218058586120605,7.0307159423828125,5.00999116897583,-5.00999116897583,,,87,615,,,,,,,,,,,
-4.9218058586120605,22.605209350585938,5.01059627532959,-5.01059627532959,-4.9218058586120605,22.605209350585938,5.01059627532959,-5.01059627532959,,,88,622,,,,,,,,,,,
-4.9218058586120605,8.446578979492188,5.009622573852539,-5.009622573852539,-4.9218058586120605,8.446578979492188,5.009622573852539,-5.009622573852539,,,89,629,,,,,,,,,,,
-4.9218058586120605,12.926177024841309,5.0105977058410645,-5.0105977058410645,-4.9218058586120605,12.926177978515625,5.0105977058410645,-5.0105977058410645,nan,nan,90,636,,,,,,,,,,,
-4.9218058586120605,11.719207763671875,5.009409427642822,-5.009409427642822,-4.9218058586120605,11.719207763671875,5.009409427642822,-5.009409427642822,,,91,643,32.22259521484375,0.0002180337905883789,-5.052790641784668,0.19215118885040283,32.22259521484375,0.0002180337905883789,-5.052790641784668,0.19215118885040283,,,
,,2.7649600505828857,-2.7649600505828857,,,,,,,92,649,,,,,,,,,5.034089088439941,,
-4.9218058586120605,9.381027221679688,5.009823322296143,-5.009823322296143,-4.9218058586120605,9.381027221679688,5.009823322296143,-5.009823322296143,,,92,650,,,,,,,,,,,
-4.9218058586120605,7.91046142578125,5.009888648986816,-5.009888648986816,-4.9218058586120605,7.91046142578125,5.009888648986816,-5.009888648986816,,,93,657,,,,,,,,,,,
-4.9218058586120605,8.91448974609375,5.009622097015381,-5.009622097015381,-4.9218058586120605,8.91448974609375,5.009622097015381,-5.009622097015381,,,94,664,,,,,,,,,,,
-4.9218058586120605,9.044952392578125,5.0096354484558105,-5.0096354484558105,-4.9218058586120605,9.044952392578125,5.0096354484558105,-5.0096354484558105,nan,nan,95,671,,,,,,,,,,,
-4.9218058586120605,9.866485595703125,5.009401798248291,-5.009401798248291,-4.9218058586120605,9.866485595703125,5.009401798248291,-5.009401798248291,,,96,678,,,,,,,,,,,
-4.9218058586120605,9.61395263671875,5.009171485900879,-5.009171485900879,-4.9218058586120605,9.61395263671875,5.009171485900879,-5.009171485900879,,,97,685,,,,,,,,,,,
-4.9218058586120605,11.107787132263184,5.009379863739014,-5.009379863739014,-4.9218058586120605,11.1077880859375,5.009379863739014,-5.009379863739014,,,98,692,,,,,,,,,,,
,,2.7665321826934814,-2.7665321826934814,,,,,,,99,699,,,,,,,,,14.670610427856445,,
-4.9218058586120605,15.523681640625,5.009357929229736,-5.009357929229736,-4.9218058586120605,15.523681640625,5.009357929229736,-5.009357929229736,,,99,699,,,,,,,,,,,
-4.9218058586120605,8.230361938476562,5.009916305541992,-5.009916305541992,-4.9218058586120605,8.230361938476562,5.009916305541992,-5.009916305541992,nan,nan,100,706,,,,,,,,,,,
-4.9218058586120605,7.0696258544921875,5.00872802734375,-5.00872802734375,-4.9218058586120605,7.0696258544921875,5.00872802734375,-5.00872802734375,,,101,713,29.120101928710938,4.6253204345703125e-05,-5.1364827156066895,0.20979046821594238,29.120101928710938,4.6253204345703125e-05,-5.1364827156066895,0.20979046821594238,,,
-4.9218058586120605,11.253127098083496,5.008866786956787,-5.008866786956787,-4.9218058586120605,11.253128051757812,5.008866786956787,-5.008866786956787,,,102,720,,,,,,,,,,,
-4.9218058586120605,8.495712280273438,5.0088629722595215,-5.0088629722595215,-4.9218058586120605,8.495712280273438,5.0088629722595215,-5.0088629722595215,,,103,727,,,,,,,,,,,
-4.9218058586120605,7.1654510498046875,5.00875186920166,-5.00875186920166,-4.9218058586120605,7.1654510498046875,5.00875186920166,-5.00875186920166,,,104,734,,,,,,,,,,,
-4.9218058586120605,9.808578491210938,5.00923490524292,-5.00923490524292,-4.9218058586120605,9.808578491210938,5.00923490524292,-5.00923490524292,nan,nan,105,741,,,,,,,,,,,
-4.9218058586120605,7.6012420654296875,5.00872802734375,-5.00872802734375,-4.9218058586120605,7.6012420654296875,5.00872802734375,-5.00872802734375,,,106,748,,,,,,,,,,,
,,2.803818702697754,-2.803818702697754,,,,,,,107,749,,,,,,,,,7.715165615081787,,
-4.9218058586120605,7.1323394775390625,5.008480072021484,-5.008480072021484,-4.9218058586120605,7.1323394775390625,5.008480072021484,-5.008480072021484,,,107,755,,,,,,,,,,,
-4.9218058586120605,7.5771331787109375,5.009178161621094,-5.009178161621094,-4.9218058586120605,7.5771331787109375,5.009178161621094,-5.009178161621094,,,108,762,,,,,,,,,,,
-4.9218058586120605,7.462005615234375,5.008855819702148,-5.008855819702148,-4.9218058586120605,7.462005615234375,5.008855819702148,-5.008855819702148,,,109,769,,,,,,,,,,,
-4.9218058586120605,6.9326019287109375,5.008691310882568,-5.008691310882568,-4.9218058586120605,6.9326019287109375,5.008691310882568,-5.008691310882568,nan,nan,110,776,,,,,,,,,,,
-4.9218058586120605,6.580657958984375,5.008658409118652,-5.008658409118652,-4.9218058586120605,6.580657958984375,5.008658409118652,-5.008658409118652,,,111,783,28.052902221679688,0.00015878677368164062,-5.141615390777588,0.20993675291538239,28.052902221679688,0.00015878677368164062,-5.141615390777588,0.20993675291538239,,,
-4.9218058586120605,8.166427612304688,5.009990215301514,-5.009990215301514,-4.9218058586120605,8.166427612304688,5.009990215301514,-5.009990215301514,,,112,790,,,,,,,,,,,
-4.9218058586120605,7.218398571014404,5.008710861206055,-5.008710861206055,-4.9218058586120605,7.2183990478515625,5.008710861206055,-5.008710861206055,,,113,797,,,,,,,,,,,
,,2.8084404468536377,-2.8084404468536377,,,,,,,114,799,,,,,,,,,4.980683326721191,,
-4.9218058586120605,6.2274932861328125,5.009079456329346,-5.009079456329346,-4.9218058586120605,6.2274932861328125,5.009079456329346,-5.009079456329346,,,114,804,,,,,,,,,,,
-4.9218058586120605,7.0658111572265625,5.008431911468506,-5.008431911468506,-4.9218058586120605,7.0658111572265625,5.008431911468506,-5.008431911468506,nan,nan,115,811,,,,,,,,,,,
-4.9218058586120605,8.423690795898438,5.008418560028076,-5.008418560028076,-4.9218058586120605,8.423690795898438,5.008418560028076,-5.008418560028076,,,116,818,,,,,,,,,,,
-4.9218058586120605,8.152236938476562,5.008584976196289,-5.008584976196289,-4.9218058586120605,8.152236938476562,5.008584976196289,-5.008584976196289,,,117,825,,,,,,,,,,,
-4.9218058586120605,8.28338623046875,5.008419513702393,-5.008419513702393,-4.9218058586120605,8.28338623046875,5.008419513702393,-5.008419513702393,,,118,832,,,,,,,,,,,
-4.9218058586120605,7.1170806884765625,5.008346080780029,-5.008346080780029,-4.9218058586120605,7.1170806884765625,5.008346080780029,-5.008346080780029,,,119,839,,,,,,,,,,,
-4.9218058586120605,7.1439361572265625,5.008472919464111,-5.008472919464111,-4.9218058586120605,7.1439361572265625,5.008472919464111,-5.008472919464111,nan,nan,120,846,,,,,,,,,,,
,,2.791792631149292,-2.791792631149292,,,,,,,121,849,,,,,,,,,4.479050636291504,,
-4.9218058586120605,8.667526245117188,5.008138656616211,-5.008138656616211,-4.9218058586120605,8.667526245117188,5.008138656616211,-5.008138656616211,,,121,853,29.21783447265625,0.00020623207092285156,-5.1335225105285645,0.22426064312458038,29.21783447265625,0.00020623207092285156,-5.1335225105285645,0.22426064312458038,,,
-4.9218058586120605,9.8748779296875,5.008070468902588,-5.008070468902588,-4.9218058586120605,9.8748779296875,5.008070468902588,-5.008070468902588,,,122,860,,,,,,,,,,,
-4.9218058586120605,14.121627807617188,5.007924556732178,-5.007924556732178,-4.9218058586120605,14.121627807617188,5.007924556732178,-5.007924556732178,,,123,867,,,,,,,,,,,
-4.9218058586120605,13.063583374023438,5.008910179138184,-5.008910179138184,-4.9218058586120605,13.063583374023438,5.008910179138184,-5.008910179138184,,,124,874,,,,,,,,,,,
-4.9218058586120605,8.4918212890625,5.008427619934082,-5.008427619934082,-4.9218058586120605,8.4918212890625,5.008427619934082,-5.008427619934082,nan,nan,125,881,,,,,,,,,,,
-4.9218058586120605,7.751007080078125,5.009806156158447,-5.009806156158447,-4.9218058586120605,7.751007080078125,5.009806156158447,-5.009806156158447,,,126,888,,,,,,,,,,,
-4.9218058586120605,7.9274749755859375,5.0080342292785645,-5.0080342292785645,-4.9218058586120605,7.9274749755859375,5.0080342292785645,-5.0080342292785645,,,127,895,,,,,,,,,,,
,,2.788297653198242,-2.788297653198242,,,,,,,128,899,,,,,,,,,4.070401191711426,,
-4.9218058586120605,7.071380615234375,5.008707046508789,-5.008707046508789,-4.9218058586120605,7.071380615234375,5.008707046508789,-5.008707046508789,,,128,902,,,,,,,,,,,
-4.9218058586120605,8.108978271484375,5.008169174194336,-5.008169174194336,-4.9218058586120605,8.108978271484375,5.008169174194336,-5.008169174194336,,,129,909,,,,,,,,,,,
-4.9218058586120605,8.890304565429688,5.0084075927734375,-5.0084075927734375,-4.9218058586120605,8.890304565429688,5.0084075927734375,-5.0084075927734375,nan,nan,130,916,,,,,,,,,,,
-4.9218058586120605,6.762694835662842,5.0076775550842285,-5.0076775550842285,-4.9218058586120605,6.7626953125,5.0076775550842285,-5.0076775550842285,,,131,923,28.717575073242188,0.00019073486328125,-5.080422878265381,0.20322073996067047,28.717575073242188,0.00019073486328125,-5.080422878265381,0.20322073996067047,,,
-4.9218058586120605,11.231842041015625,5.008190155029297,-5.008190155029297,-4.9218058586120605,11.231842041015625,5.008190155029297,-5.008190155029297,,,132,930,,,,,,,,,,,
-4.9218058586120605,8.126068115234375,5.007632255554199,-5.007632255554199,-4.9218058586120605,8.126068115234375,5.007632255554199,-5.007632255554199,,,133,937,,,,,,,,,,,
